date,store_id,store_name,product_id,product_name,category,units_sold,price_lkr,discount,day_of_week,brand,gender,subcategory
03/01/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0,Wednesday,Hustle,Unisex,General
03/01/2024,S002,Negombo,P001,T-shirt,Clothing,18,2500,0,Wednesday,Nike,Men,Casual Wear
03/01/2024,S002,Negombo,P002,Jeans,Clothing,13,5500,0,Wednesday,Levis,Men,Denim
03/01/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0,Wednesday,Adidas,Men,Outerwear
03/01/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0,Wednesday,Puma,Men,Sportswear
03/01/2024,S002,Negombo,P005,Cap,Accessories,19,1200,0,Wednesday,Under Armour,Unisex,Accessories
03/01/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0,Wednesday,Kadurata,Unisex,General
03/01/2024,S002,Negombo,P007,Backpack,Accessories,30,4500,0,Wednesday,Modano,Unisex,General
03/01/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0,Wednesday,Hustle,Unisex,General
03/01/2024,S003,Kirulapone,P001,T-shirt,Clothing,16,2500,0,Wednesday,Nike,Men,Casual Wear
03/01/2024,S003,Kirulapone,P002,Jeans,Clothing,10,5500,0,Wednesday,Levis,Men,Denim
03/01/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0,Wednesday,Adidas,Men,Outerwear
03/01/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0,Wednesday,Puma,Men,Sportswear
03/01/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0,Wednesday,Under Armour,Unisex,Accessories
03/01/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0,Wednesday,Kadurata,Unisex,General
03/01/2024,S003,Kirulapone,P007,Backpack,Accessories,14,4500,0,Wednesday,Modano,Unisex,General
03/01/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0,Wednesday,Hustle,Unisex,General
04/01/2024,S001,Nugegoda,P001,T-shirt,Clothing,18,2500,0,Thursday,Nike,Men,Casual Wear
04/01/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0,Thursday,Levis,Men,Denim
04/01/2024,S001,Nugegoda,P003,Jacket,Clothing,5,8500,0,Thursday,Adidas,Men,Outerwear
04/01/2024,S001,Nugegoda,P004,Shoes,Footwear,9,7500,0,Thursday,Puma,Men,Sportswear
04/01/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0,Thursday,Under Armour,Unisex,Accessories
04/01/2024,S001,Nugegoda,P006,Umbrella,Accessories,5,1800,0,Thursday,Kadurata,Unisex,General
04/01/2024,S001,Nugegoda,P007,Backpack,Accessories,16,4500,0,Thursday,Modano,Unisex,General
04/01/2024,S001,Nugegoda,P008,Hoodie,Clothing,5,4800,0,Thursday,Hustle,Unisex,General
04/01/2024,S002,Negombo,P001,T-shirt,Clothing,19,2500,0,Thursday,Nike,Men,Casual Wear
04/01/2024,S002,Negombo,P002,Jeans,Clothing,12,5500,0,Thursday,Levis,Men,Denim
04/01/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0,Thursday,Adidas,Men,Outerwear
04/01/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0,Thursday,Puma,Men,Sportswear
04/01/2024,S002,Negombo,P005,Cap,Accessories,20,1200,0,Thursday,Under Armour,Unisex,Accessories
04/01/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0,Thursday,Kadurata,Unisex,General
04/01/2024,S002,Negombo,P007,Backpack,Accessories,29,4500,0,Thursday,Modano,Unisex,General
04/01/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0,Thursday,Hustle,Unisex,General
04/01/2024,S003,Kirulapone,P001,T-shirt,Clothing,17,2500,0,Thursday,Nike,Men,Casual Wear
04/01/2024,S003,Kirulapone,P002,Jeans,Clothing,10,5500,0,Thursday,Levis,Men,Denim
04/01/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0,Thursday,Adidas,Men,Outerwear
04/01/2024,S003,Kirulapone,P004,Shoes,Footwear,8,7500,0,Thursday,Puma,Men,Sportswear
04/01/2024,S003,Kirulapone,P005,Cap,Accessories,9,1200,0,Thursday,Under Armour,Unisex,Accessories
04/01/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0,Thursday,Kadurata,Unisex,General
04/01/2024,S003,Kirulapone,P007,Backpack,Accessories,14,4500,0,Thursday,Modano,Unisex,General
04/01/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0,Thursday,Hustle,Unisex,General
05/01/2024,S001,Nugegoda,P001,T-shirt,Clothing,18,2500,0,Friday,Nike,Men,Casual Wear
05/01/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0,Friday,Levis,Men,Denim
05/01/2024,S001,Nugegoda,P003,Jacket,Clothing,5,8500,0,Friday,Adidas,Men,Outerwear
05/01/2024,S001,Nugegoda,P004,Shoes,Footwear,9,7500,0,Friday,Puma,Men,Sportswear
05/01/2024,S001,Nugegoda,P005,Cap,Accessories,11,1200,0,Friday,Under Armour,Unisex,Accessories
05/01/2024,S001,Nugegoda,P006,Umbrella,Accessories,5,1800,0,Friday,Kadurata,Unisex,General
05/01/2024,S001,Nugegoda,P007,Backpack,Accessories,17,4500,0,Friday,Modano,Unisex,General
05/01/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0,Friday,Hustle,Unisex,General
05/01/2024,S002,Negombo,P001,T-shirt,Clothing,20,2500,0,Friday,Nike,Men,Casual Wear
05/01/2024,S002,Negombo,P002,Jeans,Clothing,12,5500,0,Friday,Levis,Men,Denim
05/01/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0,Friday,Adidas,Men,Outerwear
05/01/2024,S002,Negombo,P004,Shoes,Footwear,11,7500,0,Friday,Puma,Men,Sportswear
05/01/2024,S002,Negombo,P005,Cap,Accessories,20,1200,0,Friday,Under Armour,Unisex,Accessories
05/01/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0,Friday,Kadurata,Unisex,General
05/01/2024,S002,Negombo,P007,Backpack,Accessories,30,4500,0,Friday,Modano,Unisex,General
05/01/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0,Friday,Hustle,Unisex,General
05/01/2024,S003,Kirulapone,P001,T-shirt,Clothing,16,2500,0,Friday,Nike,Men,Casual Wear
05/01/2024,S003,Kirulapone,P002,Jeans,Clothing,10,5500,0,Friday,Levis,Men,Denim
05/01/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0,Friday,Adidas,Men,Outerwear
05/01/2024,S003,Kirulapone,P004,Shoes,Footwear,8,7500,0,Friday,Puma,Men,Sportswear
05/01/2024,S003,Kirulapone,P005,Cap,Accessories,9,1200,0,Friday,Under Armour,Unisex,Accessories
05/01/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0,Friday,Kadurata,Unisex,General
05/01/2024,S003,Kirulapone,P007,Backpack,Accessories,14,4500,0,Friday,Modano,Unisex,General
05/01/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0,Friday,Hustle,Unisex,General
06/01/2024,S001,Nugegoda,P001,T-shirt,Clothing,18,2500,0,Saturday,Nike,Men,Casual Wear
06/01/2024,S001,Nugegoda,P002,Jeans,Clothing,11,5500,0,Saturday,Levis,Men,Denim
06/01/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0,Saturday,Adidas,Men,Outerwear
06/01/2024,S001,Nugegoda,P004,Shoes,Footwear,9,7500,0,Saturday,Puma,Men,Sportswear
06/01/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0,Saturday,Under Armour,Unisex,Accessories
06/01/2024,S001,Nugegoda,P006,Umbrella,Accessories,5,1800,0,Saturday,Kadurata,Unisex,General
06/01/2024,S001,Nugegoda,P007,Backpack,Accessories,18,4500,0,Saturday,Modano,Unisex,General
06/01/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0,Saturday,Hustle,Unisex,General
06/01/2024,S002,Negombo,P001,T-shirt,Clothing,19,2500,0,Saturday,Nike,Men,Casual Wear
06/01/2024,S002,Negombo,P002,Jeans,Clothing,12,5500,0,Saturday,Levis,Men,Denim
06/01/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0,Saturday,Adidas,Men,Outerwear
06/01/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0,Saturday,Puma,Men,Sportswear
06/01/2024,S002,Negombo,P005,Cap,Accessories,20,1200,0,Saturday,Under Armour,Unisex,Accessories
06/01/2024,S002,Negombo,P006,Umbrella,Accessories,9,1800,0,Saturday,Kadurata,Unisex,General
06/01/2024,S002,Negombo,P007,Backpack,Accessories,29,4500,0,Saturday,Modano,Unisex,General
06/01/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0,Saturday,Hustle,Unisex,General
06/01/2024,S003,Kirulapone,P001,T-shirt,Clothing,15,2500,0,Saturday,Nike,Men,Casual Wear
06/01/2024,S003,Kirulapone,P002,Jeans,Clothing,10,5500,0,Saturday,Levis,Men,Denim
06/01/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0,Saturday,Adidas,Men,Outerwear
06/01/2024,S003,Kirulapone,P004,Shoes,Footwear,8,7500,0,Saturday,Puma,Men,Sportswear
06/01/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0,Saturday,Under Armour,Unisex,Accessories
06/01/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0,Saturday,Kadurata,Unisex,General
06/01/2024,S003,Kirulapone,P007,Backpack,Accessories,14,4500,0,Saturday,Modano,Unisex,General
06/01/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0,Saturday,Hustle,Unisex,General
07/01/2024,S001,Nugegoda,P001,T-shirt,Clothing,17,2500,0,Sunday,Nike,Men,Casual Wear
07/01/2024,S001,Nugegoda,P002,Jeans,Clothing,11,5500,0,Sunday,Levis,Men,Denim
07/01/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0,Sunday,Adidas,Men,Outerwear
07/01/2024,S001,Nugegoda,P004,Shoes,Footwear,9,7500,0,Sunday,Puma,Men,Sportswear
07/01/2024,S001,Nugegoda,P005,Cap,Accessories,11,1200,0,Sunday,Under Armour,Unisex,Accessories
07/01/2024,S001,Nugegoda,P006,Umbrella,Accessories,5,1800,0,Sunday,Kadurata,Unisex,General
07/01/2024,S001,Nugegoda,P007,Backpack,Accessories,17,4500,0,Sunday,Modano,Unisex,General
07/01/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0,Sunday,Hustle,Unisex,General
07/01/2024,S002,Negombo,P001,T-shirt,Clothing,19,2500,0,Sunday,Nike,Men,Casual Wear
07/01/2024,S002,Negombo,P002,Jeans,Clothing,13,5500,0,Sunday,Levis,Men,Denim
07/01/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0,Sunday,Adidas,Men,Outerwear
07/01/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0,Sunday,Puma,Men,Sportswear
07/01/2024,S002,Negombo,P005,Cap,Accessories,20,1200,0,Sunday,Under Armour,Unisex,Accessories
07/01/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0,Sunday,Kadurata,Unisex,General
07/01/2024,S002,Negombo,P007,Backpack,Accessories,28,4500,0,Sunday,Modano,Unisex,General
07/01/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0,Sunday,Hustle,Unisex,General
07/01/2024,S003,Kirulapone,P001,T-shirt,Clothing,15,2500,0,Sunday,Nike,Men,Casual Wear
07/01/2024,S003,Kirulapone,P002,Jeans,Clothing,10,5500,0,Sunday,Levis,Men,Denim
07/01/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0,Sunday,Adidas,Men,Outerwear
07/01/2024,S003,Kirulapone,P004,Shoes,Footwear,8,7500,0,Sunday,Puma,Men,Sportswear
07/01/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0,Sunday,Under Armour,Unisex,Accessories
07/01/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0,Sunday,Kadurata,Unisex,General
07/01/2024,S003,Kirulapone,P007,Backpack,Accessories,13,4500,0,Sunday,Modano,Unisex,General
07/01/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0,Sunday,Hustle,Unisex,General
08/01/2024,S001,Nugegoda,P001,T-shirt,Clothing,12,2500,0,Monday,Nike,Men,Casual Wear
08/01/2024,S001,Nugegoda,P002,Jeans,Clothing,8,5500,0,Monday,Levis,Men,Denim
08/01/2024,S001,Nugegoda,P003,Jacket,Clothing,5,8500,0,Monday,Adidas,Men,Outerwear
08/01/2024,S001,Nugegoda,P004,Shoes,Footwear,6,7500,0,Monday,Puma,Men,Sportswear
08/01/2024,S001,Nugegoda,P005,Cap,Accessories,16,1200,0,Monday,Under Armour,Unisex,Accessories
08/01/2024,S001,Nugegoda,P006,Umbrella,Accessories,17,1800,0,Monday,Kadurata,Unisex,General
08/01/2024,S001,Nugegoda,P007,Backpack,Accessories,22,4500,0,Monday,Modano,Unisex,General
08/01/2024,S001,Nugegoda,P008,Hoodie,Clothing,5,4800,0,Monday,Hustle,Unisex,General
08/01/2024,S002,Negombo,P001,T-shirt,Clothing,12,2500,0,Monday,Nike,Men,Casual Wear
08/01/2024,S002,Negombo,P002,Jeans,Clothing,9,5500,0,Monday,Levis,Men,Denim
08/01/2024,S002,Negombo,P003,Jacket,Clothing,5,8500,0,Monday,Adidas,Men,Outerwear
08/01/2024,S002,Negombo,P004,Shoes,Footwear,6,7500,0,Monday,Puma,Men,Sportswear
08/01/2024,S002,Negombo,P005,Cap,Accessories,26,1200,0,Monday,Under Armour,Unisex,Accessories
08/01/2024,S002,Negombo,P006,Umbrella,Accessories,31,1800,0,Monday,Kadurata,Unisex,General
08/01/2024,S002,Negombo,P007,Backpack,Accessories,39,4500,0,Monday,Modano,Unisex,General
08/01/2024,S002,Negombo,P008,Hoodie,Clothing,5,4800,0,Monday,Hustle,Unisex,General
08/01/2024,S003,Kirulapone,P001,T-shirt,Clothing,11,2500,0,Monday,Nike,Men,Casual Wear
08/01/2024,S003,Kirulapone,P002,Jeans,Clothing,7,5500,0,Monday,Levis,Men,Denim
08/01/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0,Monday,Adidas,Men,Outerwear
08/01/2024,S003,Kirulapone,P004,Shoes,Footwear,6,7500,0,Monday,Puma,Men,Sportswear
08/01/2024,S003,Kirulapone,P005,Cap,Accessories,13,1200,0,Monday,Under Armour,Unisex,Accessories
08/01/2024,S003,Kirulapone,P006,Umbrella,Accessories,14,1800,0,Monday,Kadurata,Unisex,General
08/01/2024,S003,Kirulapone,P007,Backpack,Accessories,18,4500,0,Monday,Modano,Unisex,General
08/01/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0,Monday,Hustle,Unisex,General
09/01/2024,S001,Nugegoda,P001,T-shirt,Clothing,18,2500,0,Tuesday,Nike,Men,Casual Wear
09/01/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0,Tuesday,Levis,Men,Denim
09/01/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0,Tuesday,Adidas,Men,Outerwear
09/01/2024,S001,Nugegoda,P004,Shoes,Footwear,9,7500,0,Tuesday,Puma,Men,Sportswear
09/01/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0,Tuesday,Under Armour,Unisex,Accessories
09/01/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0,Tuesday,Kadurata,Unisex,General
09/01/2024,S001,Nugegoda,P007,Backpack,Accessories,17,4500,0,Tuesday,Modano,Unisex,General
09/01/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0,Tuesday,Hustle,Unisex,General
09/01/2024,S002,Negombo,P001,T-shirt,Clothing,20,2500,0,Tuesday,Nike,Men,Casual Wear
09/01/2024,S002,Negombo,P002,Jeans,Clothing,13,5500,0,Tuesday,Levis,Men,Denim
09/01/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0,Tuesday,Adidas,Men,Outerwear
09/01/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0,Tuesday,Puma,Men,Sportswear
09/01/2024,S002,Negombo,P005,Cap,Accessories,21,1200,0,Tuesday,Under Armour,Unisex,Accessories
09/01/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0,Tuesday,Kadurata,Unisex,General
09/01/2024,S002,Negombo,P007,Backpack,Accessories,29,4500,0,Tuesday,Modano,Unisex,General
09/01/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0,Tuesday,Hustle,Unisex,General
09/01/2024,S003,Kirulapone,P001,T-shirt,Clothing,16,2500,0,Tuesday,Nike,Men,Casual Wear
09/01/2024,S003,Kirulapone,P002,Jeans,Clothing,11,5500,0,Tuesday,Levis,Men,Denim
09/01/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0,Tuesday,Adidas,Men,Outerwear
09/01/2024,S003,Kirulapone,P004,Shoes,Footwear,8,7500,0,Tuesday,Puma,Men,Sportswear
09/01/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0,Tuesday,Under Armour,Unisex,Accessories
09/01/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0,Tuesday,Kadurata,Unisex,General
09/01/2024,S003,Kirulapone,P007,Backpack,Accessories,14,4500,0,Tuesday,Modano,Unisex,General
09/01/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0,Tuesday,Hustle,Unisex,General
10/01/2024,S001,Nugegoda,P001,T-shirt,Clothing,17,2500,0,Wednesday,Nike,Men,Casual Wear
10/01/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0,Wednesday,Levis,Men,Denim
10/01/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0,Wednesday,Adidas,Men,Outerwear
10/01/2024,S001,Nugegoda,P004,Shoes,Footwear,9,7500,0,Wednesday,Puma,Men,Sportswear
10/01/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0,Wednesday,Under Armour,Unisex,Accessories
10/01/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0,Wednesday,Kadurata,Unisex,General
10/01/2024,S001,Nugegoda,P007,Backpack,Accessories,17,4500,0,Wednesday,Modano,Unisex,General
10/01/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0,Wednesday,Hustle,Unisex,General
10/01/2024,S002,Negombo,P001,T-shirt,Clothing,20,2500,0,Wednesday,Nike,Men,Casual Wear
10/01/2024,S002,Negombo,P002,Jeans,Clothing,14,5500,0,Wednesday,Levis,Men,Denim
10/01/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0,Wednesday,Adidas,Men,Outerwear
10/01/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0,Wednesday,Puma,Men,Sportswear
10/01/2024,S002,Negombo,P005,Cap,Accessories,19,1200,0,Wednesday,Under Armour,Unisex,Accessories
10/01/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0,Wednesday,Kadurata,Unisex,General
10/01/2024,S002,Negombo,P007,Backpack,Accessories,30,4500,0,Wednesday,Modano,Unisex,General
10/01/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0,Wednesday,Hustle,Unisex,General
10/01/2024,S003,Kirulapone,P001,T-shirt,Clothing,17,2500,0,Wednesday,Nike,Men,Casual Wear
10/01/2024,S003,Kirulapone,P002,Jeans,Clothing,11,5500,0,Wednesday,Levis,Men,Denim
10/01/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0,Wednesday,Adidas,Men,Outerwear
10/01/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0,Wednesday,Puma,Men,Sportswear
10/01/2024,S003,Kirulapone,P005,Cap,Accessories,9,1200,0,Wednesday,Under Armour,Unisex,Accessories
10/01/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0,Wednesday,Kadurata,Unisex,General
10/01/2024,S003,Kirulapone,P007,Backpack,Accessories,13,4500,0,Wednesday,Modano,Unisex,General
10/01/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0,Wednesday,Hustle,Unisex,General
11/01/2024,S001,Nugegoda,P001,T-shirt,Clothing,24,2500,0.2,Thursday,Nike,Men,Casual Wear
11/01/2024,S001,Nugegoda,P002,Jeans,Clothing,18,5500,0.2,Thursday,Levis,Men,Denim
11/01/2024,S001,Nugegoda,P003,Jacket,Clothing,8,8500,0.2,Thursday,Adidas,Men,Outerwear
11/01/2024,S001,Nugegoda,P004,Shoes,Footwear,13,7500,0.2,Thursday,Puma,Men,Sportswear
11/01/2024,S001,Nugegoda,P005,Cap,Accessories,16,1200,0.2,Thursday,Under Armour,Unisex,Accessories
11/01/2024,S001,Nugegoda,P006,Umbrella,Accessories,8,1800,0.2,Thursday,Kadurata,Unisex,General
11/01/2024,S001,Nugegoda,P007,Backpack,Accessories,24,4500,0.2,Thursday,Modano,Unisex,General
11/01/2024,S001,Nugegoda,P008,Hoodie,Clothing,8,4800,0.2,Thursday,Hustle,Unisex,General
11/01/2024,S002,Negombo,P001,T-shirt,Clothing,28,2500,0.2,Thursday,Nike,Men,Casual Wear
11/01/2024,S002,Negombo,P002,Jeans,Clothing,18,5500,0.2,Thursday,Levis,Men,Denim
11/01/2024,S002,Negombo,P003,Jacket,Clothing,9,8500,0.2,Thursday,Adidas,Men,Outerwear
11/01/2024,S002,Negombo,P004,Shoes,Footwear,14,7500,0.2,Thursday,Puma,Men,Sportswear
