date,store_id,store_name,product_id,product_name,category,units_sold,price_lkr,discount,day_of_week
04/01/2024,S003,Kirulapone,P007,Backpack,Accessories,14,4500,0.0,Thursday
04/01/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Thursday
05/01/2024,S001,Nugegoda,P001,T-shirt,Clothing,18,2500,0.0,Friday
05/01/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0.0,Friday
05/01/2024,S001,Nugegoda,P003,Jacket,Clothing,5,8500,0.0,Friday
05/01/2024,S001,Nugegoda,P004,Shoes,Footwear,9,7500,0.0,Friday
05/01/2024,S001,Nugegoda,P005,Cap,Accessories,11,1200,0.0,Friday
05/01/2024,S001,Nugegoda,P006,Umbrella,Accessories,5,1800,0.0,Friday
05/01/2024,S001,Nugegoda,P007,Backpack,Accessories,17,4500,0.0,Friday
05/01/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0.0,Friday
05/01/2024,S002,Negombo,P001,T-shirt,Clothing,20,2500,0.0,Friday
05/01/2024,S002,Negombo,P002,Jeans,Clothing,12,5500,0.0,Friday
05/01/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0.0,Friday
05/01/2024,S002,Negombo,P004,Shoes,Footwear,11,7500,0.0,Friday
05/01/2024,S002,Negombo,P005,Cap,Accessories,20,1200,0.0,Friday
05/01/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0.0,Friday
05/01/2024,S002,Negombo,P007,Backpack,Accessories,30,4500,0.0,Friday
05/01/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0.0,Friday
05/01/2024,S003,Kirulapone,P001,T-shirt,Clothing,16,2500,0.0,Friday
05/01/2024,S003,Kirulapone,P002,Jeans,Clothing,10,5500,0.0,Friday
05/01/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Friday
05/01/2024,S003,Kirulapone,P004,Shoes,Footwear,8,7500,0.0,Friday
05/01/2024,S003,Kirulapone,P005,Cap,Accessories,9,1200,0.0,Friday
05/01/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0.0,Friday
05/01/2024,S003,Kirulapone,P007,Backpack,Accessories,14,4500,0.0,Friday
05/01/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Friday
06/01/2024,S001,Nugegoda,P001,T-shirt,Clothing,18,2500,0.0,Saturday
06/01/2024,S001,Nugegoda,P002,Jeans,Clothing,11,5500,0.0,Saturday
06/01/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0.0,Saturday
06/01/2024,S001,Nugegoda,P004,Shoes,Footwear,9,7500,0.0,Saturday
06/01/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0.0,Saturday
06/01/2024,S001,Nugegoda,P006,Umbrella,Accessories,5,1800,0.0,Saturday
06/01/2024,S001,Nugegoda,P007,Backpack,Accessories,18,4500,0.0,Saturday
06/01/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0.0,Saturday
06/01/2024,S002,Negombo,P001,T-shirt,Clothing,19,2500,0.0,Saturday
06/01/2024,S002,Negombo,P002,Jeans,Clothing,12,5500,0.0,Saturday
06/01/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0.0,Saturday
06/01/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0.0,Saturday
06/01/2024,S002,Negombo,P005,Cap,Accessories,20,1200,0.0,Saturday
06/01/2024,S002,Negombo,P006,Umbrella,Accessories,9,1800,0.0,Saturday
06/01/2024,S002,Negombo,P007,Backpack,Accessories,29,4500,0.0,Saturday
06/01/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0.0,Saturday
06/01/2024,S003,Kirulapone,P001,T-shirt,Clothing,15,2500,0.0,Saturday
06/01/2024,S003,Kirulapone,P002,Jeans,Clothing,10,5500,0.0,Saturday
06/01/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Saturday
06/01/2024,S003,Kirulapone,P004,Shoes,Footwear,8,7500,0.0,Saturday
06/01/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0.0,Saturday
06/01/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0.0,Saturday
06/01/2024,S003,Kirulapone,P007,Backpack,Accessories,14,4500,0.0,Saturday
06/01/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Saturday
07/01/2024,S001,Nugegoda,P001,T-shirt,Clothing,17,2500,0.0,Sunday
07/01/2024,S001,Nugegoda,P002,Jeans,Clothing,11,5500,0.0,Sunday
07/01/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0.0,Sunday
07/01/2024,S001,Nugegoda,P004,Shoes,Footwear,9,7500,0.0,Sunday
07/01/2024,S001,Nugegoda,P005,Cap,Accessories,11,1200,0.0,Sunday
07/01/2024,S001,Nugegoda,P006,Umbrella,Accessories,5,1800,0.0,Sunday
07/01/2024,S001,Nugegoda,P007,Backpack,Accessories,17,4500,0.0,Sunday
07/01/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0.0,Sunday
07/01/2024,S002,Negombo,P001,T-shirt,Clothing,19,2500,0.0,Sunday
07/01/2024,S002,Negombo,P002,Jeans,Clothing,13,5500,0.0,Sunday
07/01/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0.0,Sunday
07/01/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0.0,Sunday
07/01/2024,S002,Negombo,P005,Cap,Accessories,20,1200,0.0,Sunday
07/01/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0.0,Sunday
07/01/2024,S002,Negombo,P007,Backpack,Accessories,28,4500,0.0,Sunday
07/01/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0.0,Sunday
07/01/2024,S003,Kirulapone,P001,T-shirt,Clothing,15,2500,0.0,Sunday
07/01/2024,S003,Kirulapone,P002,Jeans,Clothing,10,5500,0.0,Sunday
07/01/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Sunday
07/01/2024,S003,Kirulapone,P004,Shoes,Footwear,8,7500,0.0,Sunday
07/01/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0.0,Sunday
07/01/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0.0,Sunday
07/01/2024,S003,Kirulapone,P007,Backpack,Accessories,13,4500,0.0,Sunday
07/01/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Sunday
08/01/2024,S001,Nugegoda,P001,T-shirt,Clothing,12,2500,0.0,Monday
08/01/2024,S001,Nugegoda,P002,Jeans,Clothing,8,5500,0.0,Monday
08/01/2024,S001,Nugegoda,P003,Jacket,Clothing,5,8500,0.0,Monday
08/01/2024,S001,Nugegoda,P004,Shoes,Footwear,6,7500,0.0,Monday
08/01/2024,S001,Nugegoda,P005,Cap,Accessories,16,1200,0.0,Monday
08/01/2024,S001,Nugegoda,P006,Umbrella,Accessories,17,1800,0.0,Monday
08/01/2024,S001,Nugegoda,P007,Backpack,Accessories,22,4500,0.0,Monday
08/01/2024,S001,Nugegoda,P008,Hoodie,Clothing,5,4800,0.0,Monday
08/01/2024,S002,Negombo,P001,T-shirt,Clothing,12,2500,0.0,Monday
08/01/2024,S002,Negombo,P002,Jeans,Clothing,9,5500,0.0,Monday
08/01/2024,S002,Negombo,P003,Jacket,Clothing,5,8500,0.0,Monday
08/01/2024,S002,Negombo,P004,Shoes,Footwear,6,7500,0.0,Monday
08/01/2024,S002,Negombo,P005,Cap,Accessories,26,1200,0.0,Monday
08/01/2024,S002,Negombo,P006,Umbrella,Accessories,31,1800,0.0,Monday
08/01/2024,S002,Negombo,P007,Backpack,Accessories,39,4500,0.0,Monday
08/01/2024,S002,Negombo,P008,Hoodie,Clothing,5,4800,0.0,Monday
08/01/2024,S003,Kirulapone,P001,T-shirt,Clothing,11,2500,0.0,Monday
08/01/2024,S003,Kirulapone,P002,Jeans,Clothing,7,5500,0.0,Monday
08/01/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Monday
08/01/2024,S003,Kirulapone,P004,Shoes,Footwear,6,7500,0.0,Monday
08/01/2024,S003,Kirulapone,P005,Cap,Accessories,13,1200,0.0,Monday
08/01/2024,S003,Kirulapone,P006,Umbrella,Accessories,14,1800,0.0,Monday
08/01/2024,S003,Kirulapone,P007,Backpack,Accessories,18,4500,0.0,Monday
08/01/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Monday
09/01/2024,S001,Nugegoda,P001,T-shirt,Clothing,18,2500,0.0,Tuesday
09/01/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0.0,Tuesday
09/01/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0.0,Tuesday
09/01/2024,S001,Nugegoda,P004,Shoes,Footwear,9,7500,0.0,Tuesday
09/01/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0.0,Tuesday
09/01/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0.0,Tuesday
09/01/2024,S001,Nugegoda,P007,Backpack,Accessories,17,4500,0.0,Tuesday
09/01/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0.0,Tuesday
09/01/2024,S002,Negombo,P001,T-shirt,Clothing,20,2500,0.0,Tuesday
09/01/2024,S002,Negombo,P002,Jeans,Clothing,13,5500,0.0,Tuesday
09/01/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0.0,Tuesday
09/01/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0.0,Tuesday
09/01/2024,S002,Negombo,P005,Cap,Accessories,21,1200,0.0,Tuesday
09/01/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0.0,Tuesday
09/01/2024,S002,Negombo,P007,Backpack,Accessories,29,4500,0.0,Tuesday
09/01/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0.0,Tuesday
09/01/2024,S003,Kirulapone,P001,T-shirt,Clothing,16,2500,0.0,Tuesday
09/01/2024,S003,Kirulapone,P002,Jeans,Clothing,11,5500,0.0,Tuesday
09/01/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Tuesday
09/01/2024,S003,Kirulapone,P004,Shoes,Footwear,8,7500,0.0,Tuesday
09/01/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0.0,Tuesday
09/01/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0.0,Tuesday
09/01/2024,S003,Kirulapone,P007,Backpack,Accessories,14,4500,0.0,Tuesday
09/01/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Tuesday
10/01/2024,S001,Nugegoda,P001,T-shirt,Clothing,17,2500,0.0,Wednesday
10/01/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0.0,Wednesday
10/01/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0.0,Wednesday
10/01/2024,S001,Nugegoda,P004,Shoes,Footwear,9,7500,0.0,Wednesday
10/01/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0.0,Wednesday
10/01/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0.0,Wednesday
10/01/2024,S001,Nugegoda,P007,Backpack,Accessories,17,4500,0.0,Wednesday
10/01/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0.0,Wednesday
10/01/2024,S002,Negombo,P001,T-shirt,Clothing,20,2500,0.0,Wednesday
10/01/2024,S002,Negombo,P002,Jeans,Clothing,14,5500,0.0,Wednesday
10/01/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0.0,Wednesday
10/01/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0.0,Wednesday
10/01/2024,S002,Negombo,P005,Cap,Accessories,19,1200,0.0,Wednesday
10/01/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0.0,Wednesday
10/01/2024,S002,Negombo,P007,Backpack,Accessories,30,4500,0.0,Wednesday
10/01/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0.0,Wednesday
10/01/2024,S003,Kirulapone,P001,T-shirt,Clothing,17,2500,0.0,Wednesday
10/01/2024,S003,Kirulapone,P002,Jeans,Clothing,11,5500,0.0,Wednesday
10/01/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Wednesday
10/01/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0.0,Wednesday
10/01/2024,S003,Kirulapone,P005,Cap,Accessories,9,1200,0.0,Wednesday
10/01/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0.0,Wednesday
10/01/2024,S003,Kirulapone,P007,Backpack,Accessories,13,4500,0.0,Wednesday
10/01/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Wednesday
11/01/2024,S001,Nugegoda,P001,T-shirt,Clothing,24,2500,0.2,Thursday
11/01/2024,S001,Nugegoda,P002,Jeans,Clothing,18,5500,0.2,Thursday
11/01/2024,S001,Nugegoda,P003,Jacket,Clothing,8,8500,0.2,Thursday
11/01/2024,S001,Nugegoda,P004,Shoes,Footwear,13,7500,0.2,Thursday
11/01/2024,S001,Nugegoda,P005,Cap,Accessories,16,1200,0.2,Thursday
11/01/2024,S001,Nugegoda,P006,Umbrella,Accessories,8,1800,0.2,Thursday
11/01/2024,S001,Nugegoda,P007,Backpack,Accessories,24,4500,0.2,Thursday
11/01/2024,S001,Nugegoda,P008,Hoodie,Clothing,8,4800,0.2,Thursday
11/01/2024,S002,Negombo,P001,T-shirt,Clothing,28,2500,0.2,Thursday
11/01/2024,S002,Negombo,P002,Jeans,Clothing,18,5500,0.2,Thursday
11/01/2024,S002,Negombo,P003,Jacket,Clothing,9,8500,0.2,Thursday
11/01/2024,S002,Negombo,P004,Shoes,Footwear,14,7500,0.2,Thursday
11/01/2024,S002,Negombo,P005,Cap,Accessories,29,1200,0.2,Thursday
11/01/2024,S002,Negombo,P006,Umbrella,Accessories,13,1800,0.2,Thursday
11/01/2024,S002,Negombo,P007,Backpack,Accessories,40,4500,0.2,Thursday
11/01/2024,S002,Negombo,P008,Hoodie,Clothing,9,4800,0.2,Thursday
11/01/2024,S003,Kirulapone,P001,T-shirt,Clothing,23,2500,0.2,Thursday
11/01/2024,S003,Kirulapone,P002,Jeans,Clothing,14,5500,0.2,Thursday
11/01/2024,S003,Kirulapone,P003,Jacket,Clothing,7,8500,0.2,Thursday
11/01/2024,S003,Kirulapone,P004,Shoes,Footwear,12,7500,0.2,Thursday
11/01/2024,S003,Kirulapone,P005,Cap,Accessories,14,1200,0.2,Thursday
11/01/2024,S003,Kirulapone,P006,Umbrella,Accessories,7,1800,0.2,Thursday
11/01/2024,S003,Kirulapone,P007,Backpack,Accessories,21,4500,0.2,Thursday
11/01/2024,S003,Kirulapone,P008,Hoodie,Clothing,7,4800,0.2,Thursday
12/01/2024,S001,Nugegoda,P001,T-shirt,Clothing,19,2500,0.0,Friday
12/01/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0.0,Friday
12/01/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0.0,Friday
12/01/2024,S001,Nugegoda,P004,Shoes,Footwear,10,7500,0.0,Friday
12/01/2024,S001,Nugegoda,P005,Cap,Accessories,13,1200,0.0,Friday
12/01/2024,S001,Nugegoda,P006,Umbrella,Accessories,5,1800,0.0,Friday
12/01/2024,S001,Nugegoda,P007,Backpack,Accessories,19,4500,0.0,Friday
12/01/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0.0,Friday
12/01/2024,S002,Negombo,P001,T-shirt,Clothing,19,2500,0.0,Friday
12/01/2024,S002,Negombo,P002,Jeans,Clothing,13,5500,0.0,Friday
12/01/2024,S002,Negombo,P003,Jacket,Clothing,7,8500,0.0,Friday
12/01/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0.0,Friday
12/01/2024,S002,Negombo,P005,Cap,Accessories,20,1200,0.0,Friday
12/01/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0.0,Friday
12/01/2024,S002,Negombo,P007,Backpack,Accessories,29,4500,0.0,Friday
12/01/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0.0,Friday
12/01/2024,S003,Kirulapone,P001,T-shirt,Clothing,15,2500,0.0,Friday
12/01/2024,S003,Kirulapone,P002,Jeans,Clothing,10,5500,0.0,Friday
12/01/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Friday
12/01/2024,S003,Kirulapone,P004,Shoes,Footwear,8,7500,0.0,Friday
12/01/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0.0,Friday
12/01/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0.0,Friday
12/01/2024,S003,Kirulapone,P007,Backpack,Accessories,14,4500,0.0,Friday
12/01/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Friday
13/01/2024,S001,Nugegoda,P001,T-shirt,Clothing,19,2500,0.0,Saturday
13/01/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0.0,Saturday
13/01/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0.0,Saturday
13/01/2024,S001,Nugegoda,P004,Shoes,Footwear,9,7500,0.0,Saturday
13/01/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0.0,Saturday
13/01/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0.0,Saturday
13/01/2024,S001,Nugegoda,P007,Backpack,Accessories,18,4500,0.0,Saturday
13/01/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0.0,Saturday
13/01/2024,S002,Negombo,P001,T-shirt,Clothing,20,2500,0.0,Saturday
13/01/2024,S002,Negombo,P002,Jeans,Clothing,14,5500,0.0,Saturday
13/01/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0.0,Saturday
13/01/2024,S002,Negombo,P004,Shoes,Footwear,11,7500,0.0,Saturday
13/01/2024,S002,Negombo,P005,Cap,Accessories,19,1200,0.0,Saturday
13/01/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0.0,Saturday
13/01/2024,S002,Negombo,P007,Backpack,Accessories,31,4500,0.0,Saturday
13/01/2024,S002,Negombo,P008,Hoodie,Clothing,7,4800,0.0,Saturday
13/01/2024,S003,Kirulapone,P001,T-shirt,Clothing,16,2500,0.0,Saturday
13/01/2024,S003,Kirulapone,P002,Jeans,Clothing,10,5500,0.0,Saturday
13/01/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Saturday
13/01/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0.0,Saturday
13/01/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0.0,Saturday
13/01/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0.0,Saturday
13/01/2024,S003,Kirulapone,P007,Backpack,Accessories,15,4500,0.0,Saturday
13/01/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Saturday
14/01/2024,S001,Nugegoda,P001,T-shirt,Clothing,18,2500,0.0,Sunday
14/01/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0.0,Sunday
14/01/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0.0,Sunday
14/01/2024,S001,Nugegoda,P004,Shoes,Footwear,9,7500,0.0,Sunday
14/01/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0.0,Sunday
14/01/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0.0,Sunday
14/01/2024,S001,Nugegoda,P007,Backpack,Accessories,17,4500,0.0,Sunday
